id,municipality,population,date,case,discharged
13204,三鷹市,192402,2020-05-22,28,
13205,青梅市,133303,2020-05-22,6,
13206,府中市,263169,2020-05-22,71,
13207,昭島市,112124,2020-05-22,9,
13208,調布市,239754,2020-05-22,35,
13209,町田市,433882,2020-05-22,53,
13210,小金井市,125755,2020-05-22,17,
13211,小平市,196430,2020-05-22,19,
13212,日野市,190018,2020-05-22,20,
13213,東村山市,150289,2020-05-22,13,
13214,国分寺市,128058,2020-05-22,12,
13215,国立市,75129,2020-05-22,6,
13218,福生市,57285,2020-05-22,1,
13219,狛江市,83804,2020-05-22,22,
13220,東大和市,84230,2020-05-22,6,
13221,清瀬市,75136,2020-05-22,15,
13222,東久留米市,116361,2020-05-22,15,
13223,武蔵村山市,71542,2020-05-22,2,
13224,多摩市,147589,2020-05-22,37,
13225,稲城市,91790,2020-05-22,12,
13227,羽村市,54537,2020-05-22,5,
13228,あきる野市,80012,2020-05-22,7,
13229,西東京市,206232,2020-05-22,46,
13303,瑞穂町,32317,2020-05-22,1,
13305,日の出町,17106,2020-05-22,1,
13307,檜原村,1979,2020-05-22,0,
13308,奥多摩町,4863,2020-05-22,0,
13361,大島町,7221,2020-05-22,0,
13362,利島村,347,2020-05-22,0,
13363,新島村,2591,2020-05-22,0,
13364,神津島村,1853,2020-05-22,0,
13381,三宅村,2262,2020-05-22,0,
13382,御蔵島村,335,2020-05-22,1,
13401,八丈町,7086,2020-05-22,0,
13402,青ヶ島村,176,2020-05-22,0,
13421,小笠原村,3057,2020-05-22,0,
99000,都外,,2020-05-22,206,
99100,調査中,,2020-05-22,23,
99101,永寿総合病院関連,,2020-05-22,0,
13101,千代田区,66080,2020-05-23,43,
13102,中央区,168553,2020-05-23,111,
13103,港区,260535,2020-05-23,309,
13104,新宿区,349101,2020-05-23,407,
13105,文京区,236043,2020-05-23,94,
13106,台東区,209463,2020-05-23,171,
13107,墨田区,270218,2020-05-23,152,
13108,江東区,519652,2020-05-23,221,
13109,品川区,412861,2020-05-23,187,
13110,目黒区,287741,2020-05-23,164,
13111,大田区,739548,2020-05-23,245,
13112,世田谷区,939669,2020-05-23,459,
13113,渋谷区,235148,2020-05-23,177,
13114,中野区,342623,2020-05-23,225,
13115,杉並区,585632,2020-05-23,249,
13116,豊島区,300613,2020-05-23,143,
13117,北区,354171,2020-05-23,97,
13118,荒川区,218826,2020-05-23,80,
13119,板橋区,583467,2020-05-23,139,
13120,練馬区,742840,2020-05-23,275,
13121,足立区,683360,2020-05-23,154,
13122,葛飾区,454910,2020-05-23,133,
13123,江戸川区,695241,2020-05-23,140,
13201,八王子市,576383,2020-05-23,42,
13202,立川市,180650,2020-05-23,14,
13203,武蔵野市,148439,2020-05-23,17,
13204,三鷹市,192402,2020-05-23,28,
13205,青梅市,133303,2020-05-23,6,
13206,府中市,263169,2020-05-23,71,
13207,昭島市,112124,2020-05-23,9,
13208,調布市,239754,2020-05-23,35,
13209,町田市,433882,2020-05-23,53,
13210,小金井市,125755,2020-05-23,17,
13211,小平市,196430,2020-05-23,20,
13212,日野市,190018,2020-05-23,20,
13213,東村山市,150289,2020-05-23,13,
13214,国分寺市,128058,2020-05-23,12,
13215,国立市,75129,2020-05-23,6,
13218,福生市,57285,2020-05-23,1,
13219,狛江市,83804,2020-05-23,22,
13220,東大和市,84230,2020-05-23,6,
13221,清瀬市,75136,2020-05-23,15,
13222,東久留米市,116361,2020-05-23,15,
13223,武蔵村山市,71542,2020-05-23,2,
13224,多摩市,147589,2020-05-23,37,
13225,稲城市,91790,2020-05-23,12,
13227,羽村市,54537,2020-05-23,5,
13228,あきる野市,80012,2020-05-23,7,
13229,西東京市,206232,2020-05-23,46,
13303,瑞穂町,32317,2020-05-23,1,
13305,日の出町,17106,2020-05-23,1,
13307,檜原村,1979,2020-05-23,0,
13308,奥多摩町,4863,2020-05-23,0,
13361,大島町,7221,2020-05-23,0,
13362,利島村,347,2020-05-23,0,
13363,新島村,2591,2020-05-23,0,
13364,神津島村,1853,2020-05-23,0,
13381,三宅村,2262,2020-05-23,0,
13382,御蔵島村,335,2020-05-23,1,
13401,八丈町,7086,2020-05-23,0,
13402,青ヶ島村,176,2020-05-23,0,
13421,小笠原村,3057,2020-05-23,0,
99000,都外,,2020-05-23,206,
99100,調査中,,2020-05-23,23,
99101,永寿総合病院関連,,2020-05-23,0,
13101,千代田区,66080,2020-05-24,43,
13102,中央区,168553,2020-05-24,112,
13103,港区,260535,2020-05-24,309,
13104,新宿区,349101,2020-05-24,412,
13105,文京区,236043,2020-05-24,94,
13106,台東区,209463,2020-05-24,171,
13107,墨田区,270218,2020-05-24,152,
13108,江東区,519652,2020-05-24,222,
13109,品川区,412861,2020-05-24,188,
13110,目黒区,287741,2020-05-24,164,
13111,大田区,739548,2020-05-24,245,
13112,世田谷区,939669,2020-05-24,459,
13113,渋谷区,235148,2020-05-24,177,
13114,中野区,342623,2020-05-24,225,
13115,杉並区,585632,2020-05-24,250,
13116,豊島区,300613,2020-05-24,143,
13117,北区,354171,2020-05-24,98,
13118,荒川区,218826,2020-05-24,80,
13119,板橋区,583467,2020-05-24,139,
13120,練馬区,742840,2020-05-24,275,
13121,足立区,683360,2020-05-24,154,
13122,葛飾区,454910,2020-05-24,134,
13123,江戸川区,695241,2020-05-24,140,
13201,八王子市,576383,2020-05-24,42,
13202,立川市,180650,2020-05-24,14,
13203,武蔵野市,148439,2020-05-24,17,
13204,三鷹市,192402,2020-05-24,29,
13205,青梅市,133303,2020-05-24,6,
13206,府中市,263169,2020-05-24,72,
13207,昭島市,112124,2020-05-24,9,
13208,調布市,239754,2020-05-24,35,
13209,町田市,433882,2020-05-24,53,
13210,小金井市,125755,2020-05-24,17,
13211,小平市,196430,2020-05-24,21,
13212,日野市,190018,2020-05-24,20,
13213,東村山市,150289,2020-05-24,13,
13214,国分寺市,128058,2020-05-24,12,
13215,国立市,75129,2020-05-24,6,
13218,福生市,57285,2020-05-24,1,
13219,狛江市,83804,2020-05-24,22,
13220,東大和市,84230,2020-05-24,6,
13221,清瀬市,75136,2020-05-24,15,
13222,東久留米市,116361,2020-05-24,15,
13223,武蔵村山市,71542,2020-05-24,2,
13224,多摩市,147589,2020-05-24,37,
13225,稲城市,91790,2020-05-24,12,
13227,羽村市,54537,2020-05-24,5,
13228,あきる野市,80012,2020-05-24,7,
13229,西東京市,206232,2020-05-24,46,
13303,瑞穂町,32317,2020-05-24,1,
13305,日の出町,17106,2020-05-24,1,
13307,檜原村,1979,2020-05-24,0,
13308,奥多摩町,4863,2020-05-24,0,
13361,大島町,7221,2020-05-24,0,
13362,利島村,347,2020-05-24,0,
13363,新島村,2591,2020-05-24,0,
13364,神津島村,1853,2020-05-24,0,
13381,三宅村,2262,2020-05-24,0,
13382,御蔵島村,335,2020-05-24,1,
13401,八丈町,7086,2020-05-24,0,
13402,青ヶ島村,176,2020-05-24,0,
13421,小笠原村,3057,2020-05-24,0,
99000,都外,,2020-05-24,206,
99100,調査中,,2020-05-24,23,
99101,永寿総合病院関連,,2020-05-24,0,
13101,千代田区,66080,2020-05-25,43,
13102,中央区,168553,2020-05-25,112,
13103,港区,260535,2020-05-25,309,
13104,新宿区,349101,2020-05-25,412,
13105,文京区,236043,2020-05-25,94,
13106,台東区,209463,2020-05-25,172,
13107,墨田区,270218,2020-05-25,152,
13108,江東区,519652,2020-05-25,226,
13109,品川区,412861,2020-05-25,188,
13110,目黒区,287741,2020-05-25,164,
13111,大田区,739548,2020-05-25,245,
13112,世田谷区,939669,2020-05-25,459,
13113,渋谷区,235148,2020-05-25,177,
13114,中野区,342623,2020-05-25,225,
13115,杉並区,585632,2020-05-25,250,
13116,豊島区,300613,2020-05-25,143,
13117,北区,354171,2020-05-25,98,
13118,荒川区,218826,2020-05-25,80,
13119,板橋区,583467,2020-05-25,139,
13120,練馬区,742840,2020-05-25,275,
13121,足立区,683360,2020-05-25,154,
13122,葛飾区,454910,2020-05-25,134,
13123,江戸川区,695241,2020-05-25,141,
13201,八王子市,576383,2020-05-25,42,
13202,立川市,180650,2020-05-25,14,
13203,武蔵野市,148439,2020-05-25,17,
13204,三鷹市,192402,2020-05-25,29,
13205,青梅市,133303,2020-05-25,6,
13206,府中市,263169,2020-05-25,72,
13207,昭島市,112124,2020-05-25,9,
13208,調布市,239754,2020-05-25,36,
13209,町田市,433882,2020-05-25,53,
13210,小金井市,125755,2020-05-25,17,
13211,小平市,196430,2020-05-25,21,
13212,日野市,190018,2020-05-25,20,
13213,東村山市,150289,2020-05-25,13,
13214,国分寺市,128058,2020-05-25,12,
13215,国立市,75129,2020-05-25,6,
13218,福生市,57285,2020-05-25,1,
13219,狛江市,83804,2020-05-25,22,
13220,東大和市,84230,2020-05-25,6,
13221,清瀬市,75136,2020-05-25,15,
13222,東久留米市,116361,2020-05-25,15,
13223,武蔵村山市,71542,2020-05-25,2,
13224,多摩市,147589,2020-05-25,37,
13225,稲城市,91790,2020-05-25,12,
13227,羽村市,54537,2020-05-25,5,
13228,あきる野市,80012,2020-05-25,7,
13229,西東京市,206232,2020-05-25,46,
13303,瑞穂町,32317,2020-05-25,1,
13305,日の出町,17106,2020-05-25,1,
13307,檜原村,1979,2020-05-25,0,
13308,奥多摩町,4863,2020-05-25,0,
13361,大島町,7221,2020-05-25,0,
13362,利島村,347,2020-05-25,0,
13363,新島村,2591,2020-05-25,0,
13364,神津島村,1853,2020-05-25,0,
13381,三宅村,2262,2020-05-25,0,
13382,御蔵島村,335,2020-05-25,1,
13401,八丈町,7086,2020-05-25,0,
13402,青ヶ島村,176,2020-05-25,0,
13421,小笠原村,3057,2020-05-25,0,
99000,都外,,2020-05-25,207,
99100,調査中,,2020-05-25,23,
99101,永寿総合病院関連,,2020-05-25,0,
13101,千代田区,66080,2020-05-26,43,
13102,中央区,168553,2020-05-26,112,
13103,港区,260535,2020-05-26,309,
13104,新宿区,349101,2020-05-26,412,
13105,文京区,236043,2020-05-26,94,
13106,台東区,209463,2020-05-26,172,
13107,墨田区,270218,2020-05-26,152,
13108,江東区,519652,2020-05-26,226,
13109,品川区,412861,2020-05-26,188,
13110,目黒区,287741,2020-05-26,165,
13111,大田区,739548,2020-05-26,245,
13112,世田谷区,939669,2020-05-26,460,
13113,渋谷区,235148,2020-05-26,178,
13114,中野区,342623,2020-05-26,225,
13115,杉並区,585632,2020-05-26,250,
13116,豊島区,300613,2020-05-26,145,
13117,北区,354171,2020-05-26,99,
13118,荒川区,218826,2020-05-26,80,
13119,板橋区,583467,2020-05-26,139,
13120,練馬区,742840,2020-05-26,275,
13121,足立区,683360,2020-05-26,154,
13122,葛飾区,454910,2020-05-26,134,
13123,江戸川区,695241,2020-05-26,142,
13201,八王子市,576383,2020-05-26,42,
13202,立川市,180650,2020-05-26,14,
13203,武蔵野市,148439,2020-05-26,17,
13204,三鷹市,192402,2020-05-26,29,
13205,青梅市,133303,2020-05-26,6,
13206,府中市,263169,2020-05-26,72,
13207,昭島市,112124,2020-05-26,9,
13208,調布市,239754,2020-05-26,37,
13209,町田市,433882,2020-05-26,53,
13210,小金井市,125755,2020-05-26,17,
13211,小平市,196430,2020-05-26,21,
13212,日野市,190018,2020-05-26,20,
13213,東村山市,150289,2020-05-26,13,
13214,国分寺市,128058,2020-05-26,12,
13215,国立市,75129,2020-05-26,6,
13218,福生市,57285,2020-05-26,1,
13219,狛江市,83804,2020-05-26,22,
13220,東大和市,84230,2020-05-26,7,
13221,清瀬市,75136,2020-05-26,15,
13222,東久留米市,116361,2020-05-26,15,
13223,武蔵村山市,71542,2020-05-26,2,
13224,多摩市,147589,2020-05-26,37,
13225,稲城市,91790,2020-05-26,12,
13227,羽村市,54537,2020-05-26,5,
13228,あきる野市,80012,2020-05-26,7,
13229,西東京市,206232,2020-05-26,46,
13303,瑞穂町,32317,2020-05-26,1,
13305,日の出町,17106,2020-05-26,1,
13307,檜原村,1979,2020-05-26,0,
13308,奥多摩町,4863,2020-05-26,0,
13361,大島町,7221,2020-05-26,0,
13362,利島村,347,2020-05-26,0,
13363,新島村,2591,2020-05-26,0,
13364,神津島村,1853,2020-05-26,0,
13381,三宅村,2262,2020-05-26,0,
13382,御蔵島村,335,2020-05-26,1,
13401,八丈町,7086,2020-05-26,0,
13402,青ヶ島村,176,2020-05-26,0,
13421,小笠原村,3057,2020-05-26,0,
99000,都外,,2020-05-26,207,
99100,調査中,,2020-05-26,23,
99101,永寿総合病院関連,,2020-05-26,0,
13101,千代田区,66080,2020-05-27,43,
13102,中央区,168553,2020-05-27,112,
13103,港区,260535,2020-05-27,312,
13104,新宿区,349101,2020-05-27,413,
13105,文京区,236043,2020-05-27,94,
13106,台東区,209463,2020-05-27,172,
13107,墨田区,270218,2020-05-27,152,
13108,江東区,519652,2020-05-27,226,
13109,品川区,412861,2020-05-27,188,
13110,目黒区,287741,2020-05-27,165,
13111,大田区,739548,2020-05-27,246,
13112,世田谷区,939669,2020-05-27,462,
13113,渋谷区,235148,2020-05-27,178,
13114,中野区,342623,2020-05-27,226,
13115,杉並区,585632,2020-05-27,251,
13116,豊島区,300613,2020-05-27,145,
13117,北区,354171,2020-05-27,99,
13118,荒川区,218826,2020-05-27,80,
13119,板橋区,583467,2020-05-27,139,
13120,練馬区,742840,2020-05-27,275,
13121,足立区,683360,2020-05-27,155,
13122,葛飾区,454910,2020-05-27,134,
13123,江戸川区,695241,2020-05-27,142,
13201,八王子市,576383,2020-05-27,42,
13202,立川市,180650,2020-05-27,14,
13203,武蔵野市,148439,2020-05-27,17,
13204,三鷹市,192402,2020-05-27,29,
13205,青梅市,133303,2020-05-27,6,
13206,府中市,263169,2020-05-27,72,
13207,昭島市,112124,2020-05-27,9,
13208,調布市,239754,2020-05-27,37,
13209,町田市,433882,2020-05-27,53,
13210,小金井市,125755,2020-05-27,17,
13211,小平市,196430,2020-05-27,21,
13212,日野市,190018,2020-05-27,20,
13213,東村山市,150289,2020-05-27,13,
13214,国分寺市,128058,2020-05-27,12,
13215,国立市,75129,2020-05-27,6,
13218,福生市,57285,2020-05-27,1,
13219,狛江市,83804,2020-05-27,22,
13220,東大和市,84230,2020-05-27,8,
13221,清瀬市,75136,2020-05-27,15,
13222,東久留米市,116361,2020-05-27,15,
13223,武蔵村山市,71542,2020-05-27,2,
13224,多摩市,147589,2020-05-27,37,
13225,稲城市,91790,2020-05-27,12,
13227,羽村市,54537,2020-05-27,5,
13228,あきる野市,80012,2020-05-27,7,
13229,西東京市,206232,2020-05-27,46,
13303,瑞穂町,32317,2020-05-27,1,
13305,日の出町,17106,2020-05-27,1,
13307,檜原村,1979,2020-05-27,0,
13308,奥多摩町,4863,2020-05-27,0,
13361,大島町,7221,2020-05-27,0,
13362,利島村,347,2020-05-27,0,
13363,新島村,2591,2020-05-27,0,
13364,神津島村,1853,2020-05-27,0,
13381,三宅村,2262,2020-05-27,0,
13382,御蔵島村,335,2020-05-27,1,
13401,八丈町,7086,2020-05-27,0,
13402,青ヶ島村,176,2020-05-27,0,
13421,小笠原村,3057,2020-05-27,0,
99000,都外,,2020-05-27,207,
99100,調査中,,2020-05-27,23,
99101,永寿総合病院関連,,2020-05-27,0,
13101,千代田区,66080,2020-05-28,43,
13102,中央区,168553,2020-05-28,112,
13103,港区,260535,2020-05-28,315,
13104,新宿区,349101,2020-05-28,415,
13105,文京区,236043,2020-05-28,94,
13106,台東区,209463,2020-05-28,172,
13107,墨田区,270218,2020-05-28,152,
13108,江東区,519652,2020-05-28,226,
13109,品川区,412861,2020-05-28,188,
13110,目黒区,287741,2020-05-28,165,
13111,大田区,739548,2020-05-28,246,
13112,世田谷区,939669,2020-05-28,462,
13113,渋谷区,235148,2020-05-28,179,
13114,中野区,342623,2020-05-28,227,
13115,杉並区,585632,2020-05-28,254,
13116,豊島区,300613,2020-05-28,146,
13117,北区,354171,2020-05-28,99,
13118,荒川区,218826,2020-05-28,80,
13119,板橋区,583467,2020-05-28,140,
13120,練馬区,742840,2020-05-28,275,
13121,足立区,683360,2020-05-28,155,
13122,葛飾区,454910,2020-05-28,135,
13123,江戸川区,695241,2020-05-28,142,
13201,八王子市,576383,2020-05-28,42,
13202,立川市,180650,2020-05-28,14,
13203,武蔵野市,148439,2020-05-28,17,
13204,三鷹市,192402,2020-05-28,29,
13205,青梅市,133303,2020-05-28,6,
13206,府中市,263169,2020-05-28,72,
13207,昭島市,112124,2020-05-28,9,
13208,調布市,239754,2020-05-28,37,
13209,町田市,433882,2020-05-28,53,
13210,小金井市,125755,2020-05-28,17,
13211,小平市,196430,2020-05-28,21,
13212,日野市,190018,2020-05-28,20,
13213,東村山市,150289,2020-05-28,13,
13214,国分寺市,128058,2020-05-28,13,
13215,国立市,75129,2020-05-28,6,
13218,福生市,57285,2020-05-28,1,
13219,狛江市,83804,2020-05-28,22,
13220,東大和市,84230,2020-05-28,8,
13221,清瀬市,75136,2020-05-28,15,
13222,東久留米市,116361,2020-05-28,15,
13223,武蔵村山市,71542,2020-05-28,2,
13224,多摩市,147589,2020-05-28,37,
13225,稲城市,91790,2020-05-28,12,
13227,羽村市,54537,2020-05-28,5,
13228,あきる野市,80012,2020-05-28,7,
13229,西東京市,206232,2020-05-28,46,
13303,瑞穂町,32317,2020-05-28,1,
13305,日の出町,17106,2020-05-28,1,
13307,檜原村,1979,2020-05-28,0,
13308,奥多摩町,4863,2020-05-28,0,
13361,大島町,7221,2020-05-28,0,
13362,利島村,347,2020-05-28,0,
13363,新島村,2591,2020-05-28,0,
13364,神津島村,1853,2020-05-28,0,
13381,三宅村,2262,2020-05-28,0,
13382,御蔵島村,335,2020-05-28,1,
13401,八丈町,7086,2020-05-28,0,
13402,青ヶ島村,176,2020-05-28,0,
13421,小笠原村,3057,2020-05-28,0,
99000,都外,,2020-05-28,208,
99100,調査中,,2020-05-28,23,
99101,永寿総合病院関連,,2020-05-28,0,
13101,千代田区,66080,2020-05-29,43,
13102,中央区,168553,2020-05-29,112,
13103,港区,260535,2020-05-29,317,
13104,新宿区,349101,2020-05-29,417,
13105,文京区,236043,2020-05-29,95,
13106,台東区,209463,2020-05-29,173,
13107,墨田区,270218,2020-05-29,152,
13108,江東区,519652,2020-05-29,227,
13109,品川区,412861,2020-05-29,188,
13110,目黒区,287741,2020-05-29,166,
13111,大田区,739548,2020-05-29,246,
13112,世田谷区,939669,2020-05-29,462,
13113,渋谷区,235148,2020-05-29,179,
13114,中野区,342623,2020-05-29,227,
13115,杉並区,585632,2020-05-29,255,
13116,豊島区,300613,2020-05-29,147,
13117,北区,354171,2020-05-29,100,
13118,荒川区,218826,2020-05-29,80,
13119,板橋区,583467,2020-05-29,142,
13120,練馬区,742840,2020-05-29,276,
13121,足立区,683360,2020-05-29,155,
13122,葛飾区,454910,2020-05-29,135,
13123,江戸川区,695241,2020-05-29,143,
13201,八王子市,576383,2020-05-29,42,
13202,立川市,180650,2020-05-29,14,
13203,武蔵野市,148439,2020-05-29,17,
13204,三鷹市,192402,2020-05-29,29,
13205,青梅市,133303,2020-05-29,6,
13206,府中市,263169,2020-05-29,72,
13207,昭島市,112124,2020-05-29,9,
13208,調布市,239754,2020-05-29,37,
13209,町田市,433882,2020-05-29,53,
13210,小金井市,125755,2020-05-29,18,
13211,小平市,196430,2020-05-29,23,
13212,日野市,190018,2020-05-29,20,
13213,東村山市,150289,2020-05-29,13,
13214,国分寺市,128058,2020-05-29,13,
13215,国立市,75129,2020-05-29,6,
13218,福生市,57285,2020-05-29,1,
13219,狛江市,83804,2020-05-29,22,
13220,東大和市,84230,2020-05-29,8,
13221,清瀬市,75136,2020-05-29,15,
13222,東久留米市,116361,2020-05-29,15,
13223,武蔵村山市,71542,2020-05-29,2,
13224,多摩市,147589,2020-05-29,37,
13225,稲城市,91790,2020-05-29,12,
13227,羽村市,54537,2020-05-29,5,
13228,あきる野市,80012,2020-05-29,7,
13229,西東京市,206232,2020-05-29,47,
13303,瑞穂町,32317,2020-05-29,1,
13305,日の出町,17106,2020-05-29,1,
13307,檜原村,1979,2020-05-29,0,
13308,奥多摩町,4863,2020-05-29,0,
13361,大島町,7221,2020-05-29,0,
13362,利島村,347,2020-05-29,0,
13363,新島村,2591,2020-05-29,0,
13364,神津島村,1853,2020-05-29,0,
13381,三宅村,2262,2020-05-29,0,
13382,御蔵島村,335,2020-05-29,1,
13401,八丈町,7086,2020-05-29,0,
13402,青ヶ島村,176,2020-05-29,0,
13421,小笠原村,3057,2020-05-29,0,
99000,都外,,2020-05-29,211,
99100,調査中,,2020-05-29,23,
99101,永寿総合病院関連,,2020-05-29,0,
13101,千代田区,66080,2020-05-30,43,
13102,中央区,168553,2020-05-30,112,
13103,港区,260535,2020-05-30,318,
13104,新宿区,349101,2020-05-30,418,
13105,文京区,236043,2020-05-30,95,
13106,台東区,209463,2020-05-30,174,
13107,墨田区,270218,2020-05-30,152,
13108,江東区,519652,2020-05-30,228,
13109,品川区,412861,2020-05-30,188,
13110,目黒区,287741,2020-05-30,166,
13111,大田区,739548,2020-05-30,246,
13112,世田谷区,939669,2020-05-30,462,
13113,渋谷区,235148,2020-05-30,179,
13114,中野区,342623,2020-05-30,228,
13115,杉並区,585632,2020-05-30,255,
13116,豊島区,300613,2020-05-30,148,
13117,北区,354171,2020-05-30,100,
13118,荒川区,218826,2020-05-30,80,
13119,板橋区,583467,2020-05-30,143,
13120,練馬区,742840,2020-05-30,276,
13121,足立区,683360,2020-05-30,155,
13122,葛飾区,454910,2020-05-30,135,
13123,江戸川区,695241,2020-05-30,144,
13201,八王子市,576383,2020-05-30,42,
13202,立川市,180650,2020-05-30,14,
13203,武蔵野市,148439,2020-05-30,17,
13204,三鷹市,192402,2020-05-30,29,
13205,青梅市,133303,2020-05-30,6,
13206,府中市,263169,2020-05-30,72,
13207,昭島市,112124,2020-05-30,9,
13208,調布市,239754,2020-05-30,37,
13209,町田市,433882,2020-05-30,53,
13210,小金井市,125755,2020-05-30,21,
13211,小平市,196430,2020-05-30,23,
13212,日野市,190018,2020-05-30,20,
13213,東村山市,150289,2020-05-30,13,
13214,国分寺市,128058,2020-05-30,13,
13215,国立市,75129,2020-05-30,7,
13218,福生市,57285,2020-05-30,1,
13219,狛江市,83804,2020-05-30,22,
13220,東大和市,84230,2020-05-30,8,
13221,清瀬市,75136,2020-05-30,15,
13222,東久留米市,116361,2020-05-30,15,
13223,武蔵村山市,71542,2020-05-30,2,
13224,多摩市,147589,2020-05-30,37,
13225,稲城市,91790,2020-05-30,12,
13227,羽村市,54537,2020-05-30,5,
13228,あきる野市,80012,2020-05-30,7,
13229,西東京市,206232,2020-05-30,48,
13303,瑞穂町,32317,2020-05-30,1,
13305,日の出町,17106,2020-05-30,1,
13307,檜原村,1979,2020-05-30,0,
13308,奥多摩町,4863,2020-05-30,0,
13361,大島町,7221,2020-05-30,0,
13362,利島村,347,2020-05-30,0,
13363,新島村,2591,2020-05-30,0,
13364,神津島村,1853,2020-05-30,0,
13381,三宅村,2262,2020-05-30,0,
13382,御蔵島村,335,2020-05-30,1,
13401,八丈町,7086,2020-05-30,0,
13402,青ヶ島村,176,2020-05-30,0,
13421,小笠原村,3057,2020-05-30,0,
99000,都外,,2020-05-30,211,
99100,調査中,,2020-05-30,23,
99101,永寿総合病院関連,,2020-05-30,0,
13101,千代田区,66080,2020-05-31,43,
13102,中央区,168553,2020-05-31,112,
13103,港区,260535,2020-05-31,318,
13104,新宿区,349101,2020-05-31,421,
13105,文京区,236043,2020-05-31,95,
13106,台東区,209463,2020-05-31,174,
13107,墨田区,270218,2020-05-31,152,
13108,江東区,519652,2020-05-31,228,
13109,品川区,412861,2020-05-31,188,
13110,目黒区,287741,2020-05-31,166,
13111,大田区,739548,2020-05-31,246,
13112,世田谷区,939669,2020-05-31,463,
13113,渋谷区,235148,2020-05-31,179,
13114,中野区,342623,2020-05-31,228,
13115,杉並区,585632,2020-05-31,255,
13116,豊島区,300613,2020-05-31,148,
13117,北区,354171,2020-05-31,100,
13118,荒川区,218826,2020-05-31,80,
13119,板橋区,583467,2020-05-31,143,
13120,練馬区,742840,2020-05-31,276,
13121,足立区,683360,2020-05-31,156,
13122,葛飾区,454910,2020-05-31,135,
13123,江戸川区,695241,2020-05-31,144,
13201,八王子市,576383,2020-05-31,43,
13202,立川市,180650,2020-05-31,14,
13203,武蔵野市,148439,2020-05-31,17,
13204,三鷹市,192402,2020-05-31,29,
13205,青梅市,133303,2020-05-31,6,
13206,府中市,263169,2020-05-31,72,
13207,昭島市,112124,2020-05-31,9,
13208,調布市,239754,2020-05-31,37,
13209,町田市,433882,2020-05-31,53,
13210,小金井市,125755,2020-05-31,21,
13211,小平市,196430,2020-05-31,23,
13212,日野市,190018,2020-05-31,20,
13213,東村山市,150289,2020-05-31,13,
13214,国分寺市,128058,2020-05-31,13,
13215,国立市,75129,2020-05-31,7,
13218,福生市,57285,2020-05-31,1,
13219,狛江市,83804,2020-05-31,22,
13220,東大和市,84230,2020-05-31,8,
13221,清瀬市,75136,2020-05-31,15,
13222,東久留米市,116361,2020-05-31,15,
13223,武蔵村山市,71542,2020-05-31,2,
13224,多摩市,147589,2020-05-31,37,
13225,稲城市,91790,2020-05-31,12,
13227,羽村市,54537,2020-05-31,5,
13228,あきる野市,80012,2020-05-31,7,
13229,西東京市,206232,2020-05-31,48,
13303,瑞穂町,32317,2020-05-31,1,
13305,日の出町,17106,2020-05-31,1,
13307,檜原村,1979,2020-05-31,0,
13308,奥多摩町,4863,2020-05-31,0,
13361,大島町,7221,2020-05-31,0,
13362,利島村,347,2020-05-31,0,
13363,新島村,2591,2020-05-31,0,
13364,神津島村,1853,2020-05-31,0,
13381,三宅村,2262,2020-05-31,0,
13382,御蔵島村,335,2020-05-31,1,
13401,八丈町,7086,2020-05-31,0,
13402,青ヶ島村,176,2020-05-31,0,
13421,小笠原村,3057,2020-05-31,0,
99000,都外,,2020-05-31,211,
99100,調査中,,2020-05-31,23,
99101,永寿総合病院関連,,2020-05-31,0,
13101,千代田区,66080,2020-06-01,43,
13102,中央区,168553,2020-06-01,112,
13103,港区,260535,2020-06-01,318,
13104,新宿区,349101,2020-06-01,426,
13105,文京区,236043,2020-06-01,95,
13106,台東区,209463,2020-06-01,174,
13107,墨田区,270218,2020-06-01,152,
13108,江東区,519652,2020-06-01,228,
13109,品川区,412861,2020-06-01,188,
13110,目黒区,287741,2020-06-01,166,
13111,大田区,739548,2020-06-01,246,
13112,世田谷区,939669,2020-06-01,466,
13113,渋谷区,235148,2020-06-01,179,
13114,中野区,342623,2020-06-01,229,
13115,杉並区,585632,2020-06-01,255,
13116,豊島区,300613,2020-06-01,149,
13117,北区,354171,2020-06-01,100,
13118,荒川区,218826,2020-06-01,80,
13119,板橋区,583467,2020-06-01,143,
13120,練馬区,742840,2020-06-01,276,
13121,足立区,683360,2020-06-01,156,
13122,葛飾区,454910,2020-06-01,135,
13123,江戸川区,695241,2020-06-01,144,
13201,八王子市,576383,2020-06-01,43,
13202,立川市,180650,2020-06-01,14,
13203,武蔵野市,148439,2020-06-01,18,
13204,三鷹市,192402,2020-06-01,29,
13205,青梅市,133303,2020-06-01,6,
13206,府中市,263169,2020-06-01,72,
13207,昭島市,112124,2020-06-01,9,
13208,調布市,239754,2020-06-01,37,
13209,町田市,433882,2020-06-01,53,
13210,小金井市,125755,2020-06-01,21,
13211,小平市,196430,2020-06-01,23,
13212,日野市,190018,2020-06-01,20,
13213,東村山市,150289,2020-06-01,13,
13214,国分寺市,128058,2020-06-01,13,
13215,国立市,75129,2020-06-01,7,
13218,福生市,57285,2020-06-01,1,
13219,狛江市,83804,2020-06-01,22,
13220,東大和市,84230,2020-06-01,8,
13221,清瀬市,75136,2020-06-01,15,
13222,東久留米市,116361,2020-06-01,15,
13223,武蔵村山市,71542,2020-06-01,2,
